세부판단유형,원판단유형,판매채널,정제키,행수,원문예시,같은채널_판매채널콘텐츠_근거,콘텐츠마스터_근거,타채널_지급정산_근거,기존대표근거,권고
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,미소설,코드네임사신,1,코드네임 사신,,,카카오페이지(소설)::160310 || Yes24(서점)::160310 || 모픽(mofic)::160310 || 미스터블루(소설)::160310 || 스낵북(알에스)::160310,카카오페이지(소설)::코드네임 사신::160310 || Yes24(서점)::코드네임 사신::160310 || 모픽(mofic)::코드네임 사신::160310 || 미스터블루(소설)::코드네임 사신::160310 || 스낵북(알에스)::코드네임 사신::160310,타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,미소설,핵무기도만들어드릴까요,1,핵무기도 만들어 드릴까요?,,303763::[CP웹툰] 핵무기도 만들어 드릴까요?::IP프로듀싱팀::노종아,문피아::110907 || 카카오페이지(선투자)::110907,문피아::핵무기도 만들어 드릴까요?::110907 || 카카오페이지(선투자)::핵무기도 만들어 드릴까요?::110907,타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,미스터블루(소설),ntr당한암컷용사는존예왕비가되었다,1,NTR당한 암컷용사는 존예왕비가 되었다,,,블라이스_일반결제::322574 || 한아름(P000003716)::322574 || 네이버_연재::322574 || 미소설::322574 || 교보문고(소설)::322574,블라이스_일반결제::NTR당한 암컷용사는 존예왕비가 되었다::322574 || 한아름(P000003716)::NTR당한 암컷용사는 존예왕비가 되었다::322574 || 네이버_연재::NTR당한 암컷용사는 존예왕비가 되었다::322574 || 미소설::NTR당한 암컷용사는 존예왕비가 되었다::322574 || 교보문고(소설)::NTR당한 암컷용사는 존예왕비가 되었다::322574,타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,미스터블루(소설),아포칼립스의유일한플레이어,1,아포칼립스의 유일한 플레이어 [단행본],,,카카오페이지(소설)::308483,카카오페이지(소설)::아포칼립스의 유일한 플레이어::308483,타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,미스터블루(소설),업어키운사매들,1,업어 키운 사매들,,,에피루스 이북클럽(B2C)::322005 || 카카오페이지(창작지원금)::322005 || 리디북스(소설)::322005 || 원스토어(소설)::322005 || 무툰(소설 서비스)::322005,에피루스 이북클럽(B2C)::업어 키운 사매들::322005 || 카카오페이지(창작지원금)::업어 키운 사매들::322005 || 리디북스(소설)::업어 키운 사매들::322005 || 원스토어(소설)::업어 키운 사매들::322005 || 무툰(소설 서비스)::업어 키운 사매들::322005,타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,미스터블루(소설),음공천하,1,음공천하,,312022::[카카오]음공천하 단행본::소설유통팀::김성경 || 110854::0_음공천하_서호_일반::소설편집팀::조원재,에피루스 이북클럽(B2C)::110854 || 모픽(mofic)::312022 || 리디북스(이벤트)::312022 || 카카오페이지(선투자)::312022 || 카카오페이지(창작지원금)::312022,에피루스 이북클럽(B2C)::0_음공천하_서호_일반::110854 || 모픽(mofic)::[카카오]음공천하 단행본::312022 || 리디북스(이벤트)::[카카오]음공천하 단행본::312022 || 카카오페이지(선투자)::[카카오]음공천하 단행본::312022 || 카카오페이지(창작지원금)::[카카오]음공천하 단행본::312022,타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,미스터블루(소설),재벌집망나니대독자,1,재벌집 망나니 7대독자,,,카카오페이지(창작지원금)::322006 || 리디북스(소설)::322006 || 문피아::322006 || 북큐브(소설)::322006 || 카카오페이지(소설)::322006,카카오페이지(창작지원금)::재벌집 망나니 7대 독자::322006 || 리디북스(소설)::재벌집 망나니 7대 독자::322006 || 문피아::재벌집 망나니 7대 독자::322006 || 북큐브(소설)::재벌집 망나니 7대 독자::322006 || 카카오페이지(소설)::재벌집 망나니 7대 독자::322006,타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,미스터블루(소설),패배용사약골용사의에로대모험,1,패배 용사 - 약골 용사의 에로 대모험!,,,밀리의 서재::107845 || 블라이스_일반결제::107845 || 구글(소설)::107845 || 알라딘(소설)(1068659313)::107845 || 한아름(P000003716)::107845,밀리의 서재::패배 용사 - 약골 용사의 에로 대모험!::107845 || 블라이스_일반결제::패배 용사 - 약골 용사의 에로 대모험!::107845 || 구글(소설)::패배 용사 - 약골 용사의 에로 대모험!::107845 || 알라딘(소설)(1068659313)::패배 용사 - 약골 용사의 에로 대모험!::107845 || 한아름(P000003716)::패배 용사 - 약골 용사의 에로 대모험!::107845,타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,미스터블루(소설),하렘으로세계정복,1,하렘으로 세계정복,,,밀리의 서재::107848 || 블라이스 셀렉트::107848 || 윌라(전자책)::107848 || 스낵북(알에스)::107848 || 한아름(P000003716)::107848,밀리의 서재::하렘으로 세계정복::107848 || 블라이스 셀렉트::하렘으로 세계정복::107848 || 윌라(전자책)::하렘으로 세계정복::107848 || 스낵북(알에스)::하렘으로 세계정복::107848 || 한아름(P000003716)::하렘으로 세계정복::107848,타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,북큐브(소설),골때리는엄마들,1,골 때리는 엄마들,,303876::[CP웹툰] 골 때리는 엄마들::IP프로듀싱팀::노종아,리디북스(이벤트)::109322 || 네이버_장르(광고수익)::109322 || 알라딘(소설)(1068659313)::109322 || 블라이스 셀렉트::109322 || 리디북스(소설)::109322,리디북스(이벤트)::골 때리는 엄마들::109322 || 네이버_장르(광고수익)::골 때리는 엄마들::109322 || 알라딘(소설)(1068659313)::골 때리는 엄마들::109322 || 블라이스 셀렉트::골 때리는 엄마들::109322 || 리디북스(소설)::골 때리는 엄마들::109322,타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,블라이스_일반결제,각인예속의사냥꾼,1,각인 예속의 사냥꾼,,,밀리의 서재::107780 || 알라딘(소설)(1068659313)::107780 || 리디북스(소설)::107780 || 스낵북(알에스)::107780 || 윌라(전자책)::107780,밀리의 서재::각인 예속의 사냥꾼::107780 || 알라딘(소설)(1068659313)::각인 예속의 사냥꾼::107780 || 리디북스(소설)::각인 예속의 사냥꾼::107780 || 스낵북(알에스)::각인 예속의 사냥꾼::107780 || 윌라(전자책)::각인 예속의 사냥꾼::107780,타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,스낵북(알에스),코인게이트를열었다,1,코인 게이트를 열었다,,,윌라(전자책)::247429 || 교보문고(소설)::247429 || 미소설::247429 || 미스터블루(소설)::247429 || 판무림::247429,윌라(전자책)::코인게이트를열었다::247429 || 교보문고(소설)::코인게이트를열었다::247429 || 미소설::코인게이트를열었다::247429 || 미스터블루(소설)::코인게이트를열었다::247429 || 판무림::코인게이트를열었다::247429,타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,알라딘(소설)(1068659313),마법배운재벌집늦둥이,1,마법 배운 재벌집 늦둥이 01,,,카카오페이지(선투자)::112857 || 노벨피아 (소설)::112857 || 모픽(mofic)::112857 || 에이블리(소설)::112857 || 미스터블루(소설)::112857,카카오페이지(선투자)::마법 배운 재벌집 늦둥이::112857 || 노벨피아 (소설)::마법 배운 재벌집 늦둥이::112857 || 모픽(mofic)::마법 배운 재벌집 늦둥이::112857 || 에이블리(소설)::마법 배운 재벌집 늦둥이::112857 || 미스터블루(소설)::마법 배운 재벌집 늦둥이::112857,타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,알라딘(소설)(1068659313),섹스로지배한다,1,섹스로 지배한다 1,,,밀리의 서재::107814 || 구글(소설)::107814 || 윌라(전자책)::107814 || 미스터블루(소설)::107814 || 한아름(P000003716)::107814,밀리의 서재::섹스로 지배한다::107814 || 구글(소설)::섹스로 지배한다::107814 || 윌라(전자책)::섹스로 지배한다::107814 || 미스터블루(소설)::섹스로 지배한다::107814 || 한아름(P000003716)::섹스로 지배한다::107814,타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,알라딘(소설)(1068659313),여후배의최면남선배,1,"여후배의 최면, 남선배 1",,,구글(소설)::114556 || Yes24(서점)::114556 || 밀리의 서재::114556 || 블라이스 셀렉트::114556 || 윌라(전자책)::114556,"구글(소설)::여후배의 최면, 남선배::114556 || Yes24(서점)::여후배의 최면, 남선배::114556 || 밀리의 서재::여후배의 최면, 남선배::114556 || 블라이스 셀렉트::여후배의 최면, 남선배::114556 || 윌라(전자책)::여후배의 최면, 남선배::114556",타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,알라딘(소설)(1068659313),코드네임사신,1,[세트] 코드네임 사신 (총17권/완결),,,카카오페이지(소설)::160310 || Yes24(서점)::160310 || 모픽(mofic)::160310 || 미스터블루(소설)::160310 || 스낵북(알에스)::160310,카카오페이지(소설)::코드네임 사신::160310 || Yes24(서점)::코드네임 사신::160310 || 모픽(mofic)::코드네임 사신::160310 || 미스터블루(소설)::코드네임 사신::160310 || 스낵북(알에스)::코드네임 사신::160310,타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,에피루스 이북클럽(B2C),인더프라이빗룸,1,인 더 프라이빗 룸(In The Private Room) 6(완결),,325566::[봄툰e북]인 더 프라이빗 룸 (In The Private Room)::봄툰소설편집팀::배지은 || 115085::인 더 프라이빗 룸(In The Private Room) 외전2::봄툰소설편집팀::배지은 || 115084::인 더 프라이빗 룸(In The Private Room) 외전1::봄툰소설편집팀::배지은 || 115082::인 더 프라이빗 룸(In The Private Room) 세트 (외전 포함)::봄툰소설편집팀::배지은 || 108310::[봄툰] 인 더 프라이빗 룸(In the private room)::봄툰소설편집팀::배지은,로망띠끄::115084 || 로망띠끄::115085 || 원스토어(소설)::115085 || 원스토어(소설)::115084 || Yes24(서점)::115085,로망띠끄::인 더 프라이빗 룸(In The Private Room) 외전1::115084 || 로망띠끄::인 더 프라이빗 룸(In The Private Room) 외전2::115085 || 원스토어(소설)::인 더 프라이빗 룸(In The Private Room) 외전2::115085 || 원스토어(소설)::인 더 프라이빗 룸(In The Private Room) 외전1::115084 || Yes24(서점)::인 더 프라이빗 룸(In The Private Room) 외전2::115085,타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
타채널 지급정산 기반 해당채널 보강 판단,타채널 exact 지급정산 보강 판단,올툰(소설),북해빙궁의망조를막아보겠습니다,1,[소설]북해빙궁의 망조를 막아보겠습니다,,295490::북해빙궁의 망조를 막아보겠습니다::소설2팀::김수지,올툰::295490 || 알라딘(소설)(1068659313)::295490 || 카카오페이지(소설)::295490 || 조아라(소설)::295490 || 네이버_장르::295490,올툰::북해빙궁의 망조를 막아보겠습니다::295490 || 알라딘(소설)(1068659313)::북해빙궁의 망조를 막아보겠습니다::295490 || 카카오페이지(소설)::북해빙궁의 망조를 막아보겠습니다::295490 || 조아라(소설)::북해빙궁의 망조를 막아보겠습니다::295490 || 네이버_장르::북해빙궁의 망조를 막아보겠습니다::295490,타채널 콘텐츠ID/제목을 근거로 해당 판매채널 지급정산 생성 여부 판단
